,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
1003,002748,世龙实业,0.33,-64.01,,4.42,,3692.22,-55.01,10转10派0.8,04-20
1004,002785,万里石,0.14,0.0,,3.97,,2107.98,3.85,10派0.11,04-20
1005,002723,金莱特,0.23,-48.86,,6.77,,4269.49,4.45,10派0.5,04-20
1006,000717,*ST韶钢,-1.07,87.72,,-158.35,,-259550.05,86.96,,04-20
1007,300313,天山生物,-0.2,-1115.23,,-9.54,,-3566.0,-2090.95,,04-20
1008,300246,宝莱特,0.16,-30.86,,5.71,,2391.9,-29.24,10派0.5,04-20
1009,300346,南大光电,0.28,-45.45,,3.76,,4447.0,-12.7,10派1,04-20
1010,600275,武昌鱼,-0.07,-723.89,,-17.73,,-3584.89,-722.12,,04-20
1011,002668,奥马电器,1.61,30.89,,16.46,,26703.38,31.45,10派1.62,04-20
1012,300312,邦讯技术,0.06,0.0,,1.15,,912.44,-0.11,10派0.3转10,04-20
1013,002206,海利得,0.44,37.5,,9.52,,19546.68,36.1,10派4.2,04-20
1014,600381,ST春天,0.56,40.39,,22.43,,35757.6,350.59,,04-19
1015,000778,新兴铸管,0.16,-28.18,,3.57,,59962.28,-28.21,10派0.3,04-19
1016,603158,腾龙股份,0.93,-16.96,,14.36,,9283.46,3.94,10派2.5转10,04-19
1017,600185,格力地产,2.37,338.89,,40.12,,137076.5,337.72,10派2转18,04-19
1018,002783,凯龙股份,1.56,-8.77,,13.66,,9759.38,-8.92,10派5,04-19
1019,300269,联建光电,0.45,-47.66,,9.34,,22367.2,66.95,10派2,04-19
1020,300285,国瓷材料,0.34,-32.0,,11.35,,8592.23,35.73,10派1,04-19
1021,300032,金龙机电,0.48,20.0,,16.4,,32703.69,180.56,10派1,04-19
1022,300086,康芝药业,0.15,-22.91,,3.9,,6831.11,15.62,,04-19
1023,000620,新华联,0.17,-34.62,,5.89,,30674.58,-27.22,10派1,04-19
1024,300010,立思辰,0.2,-46.29,,8.43,,13014.88,29.67,,04-19
1025,002150,通润装备,0.27,17.39,,10.83,,6632.05,13.52,10派1.5,04-19
1026,000933,*ST神火,-0.88,356.25,,-27.75,,-167268.86,356.36,,04-19
